cpd_id	atom	marvin_pka	molgpka_pka	abs_diff	type	functional_group	diff	change_category	est_dg_shift_kj
cpd00037	33	14.55	10.480027198791504	4.069972801208497	A	alcohol_or_phenol	-4.069972801208497	Large (2.0-5.0)	23.2314361089751
cpd00037	36	13.94	11.156155586242676	2.783844413757324	A	alcohol_or_phenol	-2.7838444137573237	Large (2.0-5.0)	15.890205363615022
cpd00038	30	2.53	0.9745645523071288	1.555435447692871	A	phosphate	-1.555435447692871	Moderate (0.5-2.0)	8.878437520266093
cpd00038	31	7.42	0.9745644330978394	6.445435566902161	A	phosphate	-6.445435566902161	Very large (>5.0)	36.79059587880831
cpd00038	14	12.46	9.638254165649414	2.821745834350587	A	alcohol_or_phenol	-2.821745834350587	Large (2.0-5.0)	16.10654696439681
cpd00038	15	10.16	7.916407108306885	2.243592891693116	A	aromatic_n	-2.2435928916931154	Large (2.0-5.0)	12.80644551296332
cpd00038	19	13.98	9.862138748168944	4.117861251831055	A	alcohol_or_phenol	-4.117861251831057	Large (2.0-5.0)	23.504783754115486
cpd00038	6	-0.38	2.226780891418457	2.606780891418457	B	aromatic_n	2.606780891418457	Large (2.0-5.0)	14.879525413806986
cpd00039	6	2.74	2.54768180847168	0.1923181915283205	A	carboxylic_acid_or_ester	-0.19231819152832008	Small (<0.5)	1.0977537190806734
cpd00039	10	10.29	10.7965669631958	0.5065669631958016	B	tertiary_amine	0.5065669631958016	Moderate (0.5-2.0)	2.8914881290868704
cpd00039	4	9.44	9.419581413269045	0.0204185867309565	B	tertiary_amine	-0.020418586730954758	Small (<0.5)	0.11654945038820234
cpd00040	3	2.61	4.606249809265137	1.9962498092651368	A	carboxylic_acid_or_ester	1.9962498092651368	Moderate (0.5-2.0)	11.394609292653357
cpd00041	1	1.7	2.106698989868164	0.4066989898681641	A	carboxylic_acid_or_ester	0.4066989898681641	Small (<0.5)	2.3214409678368146
cpd00041	6	5.11	2.215651512145996	2.894348487854004	A	carboxylic_acid_or_ester	-2.8943484878540042	Large (2.0-5.0)	16.520963470007327
cpd00041	8	9.61	8.795454025268555	0.8145459747314447	B	tertiary_amine	-0.8145459747314447	Moderate (0.5-2.0)	4.6494346999512075
cpd00042	18	10.05	5.860927581787109	4.189072418212891	A	thiol_or_thioether	-4.189072418212891	Large (2.0-5.0)	23.91125764051443
cpd00042	1	1.94	2.339895486831665	0.3998954868316651	A	carboxylic_acid_or_ester	0.3998954868316651	Small (<0.5)	2.2826065200825907
cpd00042	7	12.78	7.622016906738281	5.157983093261718	A	amide_nh	-5.157983093261718	Very large (>5.0)	29.441807239277622
cpd00042	10	15.04	11.066075325012209	3.973924674987792	A	amide_nh	-3.9739246749877903	Large (2.0-5.0)	22.68319266444384
cpd00042	13	3.74	2.154915809631348	1.5850841903686526	A	carboxylic_acid_or_ester	-1.5850841903686521	Moderate (0.5-2.0)	9.047672771906925
cpd00042	15	9.22	9.094643592834473	0.1253564071655279	B	tertiary_amine	-0.12535640716552798	Small (<0.5)	0.7155353379884768
cpd00043	9	12.66	11.125814437866213	1.5341855621337892	A	alcohol_or_phenol	-1.5341855621337874	Moderate (0.5-2.0)	8.757143009761684
cpd00043	10	9.7	8.39021110534668	1.3097888946533196	A	aromatic_n	-1.3097888946533196	Moderate (0.5-2.0)	7.476285102777258
cpd00043	14	14.05	10.782337188720703	3.2676628112792976	A	alcohol_or_phenol	-3.2676628112792976	Large (2.0-5.0)	18.651844504554983
