rxn_id	old_dg	new_dg	diff	abs_diff	old_model_only	new_model_only	old_pH_correction	new_pH_correction	pH_correction_diff
rxn00156	-164.22468990963483	-168.14376368816482	-3.9190737785299916	3.9190737785299916	-209.77265396973698	-209.77265396973698	45.54796406010216	41.62889028157217	-3.9190737785299916
rxn00157	18.294997504516715	22.21333233621776	3.9183348317010456	3.9183348317010456	22.286703023933796	22.286703023933796	-3.9917055194170814	-0.07337068771603583	3.9183348317010456
rxn00158	-74.7686303911599	-74.53646544182635	0.23216494933355136	0.23216494933355136	-113.13268387532797	-113.13268387532797	38.36405348416807	38.59621843350162	0.23216494933355136
rxn00159	15.296020419163568	15.226683370727173	-0.06933704843639532	0.06933704843639532	15.224645420698778	15.224645420698778	0.07137499846479045	0.00203795002839513	-0.06933704843639532
rxn00160	25.48668965360801	25.417352605171615	-0.06933704843639532	0.06933704843639532	25.41531465514322	25.41531465514322	0.07137499846479045	0.00203795002839513	-0.06933704843639532
rxn00161	12.021852855292508	11.985832590833965	-0.03602026445854278	0.03602026445854278	15.224645420698778	15.224645420698778	-3.20279256540627	-3.2388128298648127	-0.03602026445854278
rxn00162	-14.558215060490014	-14.525868665956494	0.032346394533519174	0.032346394533519174	-57.73174674918445	-57.73174674918445	43.17353168869444	43.20587808322796	0.032346394533519174
rxn00163	89.68617665098971	89.68662438178363	0.00044773079392257387	0.00044773079392257387	46.512883369716945	46.512883369716945	43.17329328127276	43.173741012066685	0.00044773079392257387
rxn00164	14.557485107823055	14.525868665956494	-0.03161644186656076	0.03161644186656076	57.73174674918445	57.73174674918445	-43.1742616413614	-43.20587808322796	-0.03161644186656076
rxn00165	-29.346907008834734	-29.229397383851236	0.11750962498349793	0.11750962498349793	-27.748812784761412	-27.748812784761412	-1.5980942240733214	-1.4805845990898234	0.11750962498349793
rxn00166	-30.709744773616734	-30.592235148633236	0.11750962498349793	0.11750962498349793	-29.111650549543413	-29.111650549543413	-1.5980942240733214	-1.4805845990898234	0.11750962498349793
rxn00168	-17.65429891375308	-17.65364982891718	0.0006490848358993162	0.0006490848358993162	-59.208412319819814	-59.208412319819814	41.55411340606673	41.55476249090263	0.0006490848358993162
rxn00170	-33.79343950390424	-29.869265167055318	3.924174336848921	3.924174336848921	11.759023366691338	11.759023366691338	-45.552462870595576	-41.628288533746655	3.924174336848921
rxn00171	-12.560283091273305	-16.540569078957134	-3.9802859876838284	3.9802859876838284	26.556651758536617	26.556651758536617	-39.11693484980992	-43.09722083749375	-3.9802859876838284
rxn00172	8.33402981402645	3.694221866850228	-4.639807947176223	4.639807947176223	2.0014274341939995	2.0014274341939995	6.332602379832451	1.6927944326562283	-4.639807947176223
rxn00173	5.935499071769584	9.444507358290068	3.5090082865204835	3.5090082865204835	9.518766098414233	9.518766098414233	-3.5832670266446485	-0.074258740124165	3.5090082865204835
rxn00174	-23.12193512848492	-22.58632269091143	0.5356124375734908	0.5356124375734908	-71.13764302202983	-71.13764302202983	48.01570789354491	48.551320331118404	0.5356124375734908
rxn00175	0.08448443819270324	-6.298222079465177	-6.38270651765788	6.38270651765788	36.80176260471603	36.80176260471603	-36.71727816652333	-43.09998468418121	-6.38270651765788
rxn00176	-58.160913867909755	-61.90943649169793	-3.748522623788176	3.748522623788176	-18.812269696821147	-18.812269696821147	-39.34864417108861	-43.097166794876784	-3.748522623788176
rxn00177	8.803976336244716	8.820885441061648	0.016909104816932086	0.016909104816932086	2.342383150329681	2.342383150329681	6.461593185915035	6.478502290731967	0.016909104816932086
rxn00178	22.271821449961067	25.734924503266143	3.463103053305076	3.463103053305076	26.27300879957636	26.27300879957636	-4.001187349615293	-0.5380842963102168	3.463103053305076
rxn00179	18.70620855200667	17.76809188911568	-0.9381166628909909	0.9381166628909909	16.00502017729417	16.00502017729417	2.701188374712501	1.7630717118215102	-0.9381166628909909
rxn00180	29.631603930562335	30.4927438220069	0.8611398914445658	0.8611398914445658	28.687588597790807	28.687588597790807	0.9440153327715279	1.8051552242160938	0.8611398914445658
